id,post,badge,reputation,learning,reciprocity,status,day,url,status_badge,status_reputation,status_learning,status_reciprocity
5740031,0.106295176,0.032798933,0.029166667,0.02822988,0.106437064,0.001464218,0.371850565,1,4.80E-05,4.27E-05,4.13E-05,0.000155847
5740031,0.045275801,0.038741086,0.029166667,0.030943728,0.126072003,0.001229448,0.413553432,1,4.76E-05,3.59E-05,3.80E-05,0.000154999
5740031,0.071955721,0.015850963,0.041481481,0.01362054,0.052351729,0.000766597,0.530842745,1,1.22E-05,3.18E-05,1.04E-05,4.01E-05
5740031,0.083509156,0.027815269,0.147368421,0.024963116,0.081981263,0.000546846,0.61337967,1,1.52E-05,8.06E-05,1.37E-05,4.48E-05
5740031,0.05673978,0.035354492,0.14893617,0.030836293,0.093639867,0.000380714,0.695047785,1,1.35E-05,5.67E-05,1.17E-05,3.57E-05
5741205,0.002369539,9.16E-05,0,0.007585105,0.000499461,1,0,1,9.16E-05,0,0.007585105,0.000499461
5741205,0.004310924,0.001622607,0.0112,0.015170211,0.002438715,0.499565595,0.00086881,1,0.000810598,0.005595135,0.007578515,0.001218298
5741205,0.006254311,0.003155173,0.014,0.022755316,0.004379965,0.332754127,0.001737619,1,0.001049897,0.004658558,0.007571925,0.001457451
5741205,0.008199703,0.004689319,0.014,0.030340422,0.006323217,0.249348393,0.002606429,1,0.001169274,0.003490877,0.007565335,0.001576684
5741205,0.010147104,0.006225048,0.014,0.037925527,0.008268474,0.199304952,0.003475239,1,0.001240683,0.002790269,0.007558745,0.001647948
5741205,0.01209652,0.007762364,0.084,0.045510633,0.010215741,0.165942659,0.004344049,1,0.001288107,0.013939183,0.007552155,0.001695227
5741205,0.014047954,0.00930127,0.07,0.053095738,0.012165021,0.142112449,0.005212858,1,0.001321826,0.009947871,0.007545565,0.001728801
5741205,0.016001409,0.010841768,0.07,0.060680843,0.014116319,0.124239791,0.006081668,1,0.001346979,0.008696785,0.007538975,0.001753809
5741205,0.006284457,0.012383863,0.07,0.068265949,0.01606964,0.110338836,0.006950478,1,0.001366421,0.007723719,0.007532385,0.001773105
5741205,0.012141893,0.004713117,0.07,0.030340422,0.006353361,0.082536924,0.009556907,1,0.000389006,0.005777585,0.002504205,0.000524387
5741205,0.004358188,0.009337088,0.07,0.053095738,0.012210391,0.07062182,0.011294526,1,0.000659402,0.004943527,0.003749718,0.00086232
5741205,0.003405603,0.003192484,0.1,0.022755316,0.004427225,0.04679161,0.017376195,1,0.000149381,0.004679161,0.001064758,0.000207157
5741205,0.005415289,0.002440495,0.1,0.018962764,0.003474707,0.027727442,0.029539531,1,6.77E-05,0.002772744,0.000525789,9.63E-05
5741205,0.019915982,0.004026979,0.1,0.026547869,0.005484253,0.019557084,0.041702867,1,7.88E-05,0.001955708,0.000519199,0.000107256
5741205,0.021967217,0.015474101,0.28,0.101436301,0.019983941,0.017665798,0.046046916,1,0.000273362,0.004946423,0.001791953,0.000353032
5741205,0.024029673,0.017093384,0.28,0.128538568,0.022035033,0.016095068,0.050390964,1,0.000275119,0.004506619,0.002068837,0.000354655
5741205,0.007286799,0.018721526,0.28,0.155640836,0.024097346,0.014769765,0.054735013,1,0.000276513,0.004135534,0.002298779,0.000355912
5741205,0.004091805,0.005504384,0.294736842,0.068060382,0.007355633,0.011189851,0.071242398,1,6.16E-05,0.003298061,0.000761586,8.23E-05
5741205,0.006330623,0.002982196,0.291666667,0.054042835,0.004160861,0.00677141,0.112945265,1,2.02E-05,0.001974995,0.000365946,2.82E-05
5741205,0.008871548,0.004749561,0.291666667,0.081145103,0.006399524,0.004722636,0.154648132,1,2.24E-05,0.001377436,0.000383219,3.02E-05
5743988,0.001403836,9.32E-05,0,0.001655903,0.000501455,1,0,1,9.32E-05,0,0.001655903,0.000501455
5743988,0.003349228,0.000860262,0.0056,0.002483855,0.001473078,0.332754127,0.001737619,1,0.000286256,0.001863423,0.000826513,0.000490173
5743988,0.005298643,0.002395991,0.007,0.004139758,0.003418335,0.199304952,0.003475239,1,0.000477533,0.001395135,0.000825074,0.000681291
5743988,0.007252099,0.003934897,0.007,0.005795662,0.005367616,0.142112449,0.005212858,1,0.000559198,0.000994787,0.000823636,0.000762805
5743988,0.002202138,0.005476992,0.007,0.007451565,0.007320936,0.110338836,0.006950478,1,0.000604325,0.000772372,0.000822197,0.000807784
5743988,0.004592345,0.001490457,0.0084,0.003146216,0.002271325,0.051808496,0.015638575,1,7.72E-05,0.000435191,0.000163001,0.000117674
5743988,0.006589257,0.003377332,0.007777778,0.005151699,0.004661367,0.034876505,0.023457863,1,0.00011779,0.000271262,0.000179673,0.000162572
5743988,0.009617453,0.004953732,0.007777778,0.006807602,0.00665814,0.026181699,0.03127715,1,0.000129697,0.000203635,0.000178235,0.000174321
5743988,0.030192146,0.007344247,0.00875,0.009314456,0.009686126,0.021372719,0.038227628,1,0.000156967,0.000187011,0.000199075,0.000207019
5743988,0.048081976,0.0235863,0.07,0.034288907,0.030259393,0.019982624,0.040834057,1,0.000471316,0.001398784,0.000685182,0.000604662
5743988,0.014705666,0.03770887,0.07,0.060883717,0.048147982,0.019148566,0.042571677,1,0.000722071,0.0013404,0.001165836,0.000921965
5743988,0.008659413,0.011360979,0.1,0.026845705,0.014773986,0.016690292,0.048653345,1,0.000189618,0.001669029,0.000448063,0.000246582
5743988,0.010751627,0.006587953,0.1,0.02287321,0.008728153,0.013227934,0.060816681,1,8.71E-05,0.001322793,0.000302565,0.000115455
5743988,0.012876864,0.008239586,0.1,0.032323567,0.010820222,0.010906117,0.072980017,1,8.99E-05,0.001090612,0.000352525,0.000118007
5743988,0.015036182,0.009917288,0.1,0.041773924,0.012945311,0.009240976,0.085143354,1,9.16E-05,0.000924098,0.000386032,0.000119627
5743988,0.017230693,0.011621895,0.1,0.051224281,0.01510448,0.007988436,0.09730669,1,9.28E-05,0.000798844,0.000409202,0.000120661
5743988,0.005493283,0.013354283,0.1,0.060674638,0.017298838,0.007012047,0.109470026,1,9.36E-05,0.000701205,0.000425453,0.0001213
5743988,0.003731006,0.004088549,0.101818182,0.024894811,0.005562242,0.004630469,0.157254561,1,1.89E-05,0.000471466,0.000115275,2.58E-05
5743988,0.004317264,0.002697375,0.103703704,0.019592687,0.003800088,0.002288505,0.274543875,1,6.17E-06,0.000237326,4.48E-05,8.70E-06
5743988,0.006469729,0.003160178,0.058333333,0.015817623,0.004386305,0.000928082,0.48305821,1,2.93E-06,5.41E-05,1.47E-05,4.07E-06
5761558,0.002389574,9.95E-05,0,0.000232407,0.000509468,1,0,0,9.95E-05,0,0.000232407,0.000509468
5761558,0.004341008,0.001638423,0.0112,0.000464815,0.002458748,0.499565595,0.00086881,0,0.0008185,0.005595135,0.000232206,0.001228306
5761558,0.006294464,0.003178921,0.014,0.000697222,0.004410047,0.332754127,0.001737619,0,0.001057799,0.004658558,0.000232004,0.001467461
5761558,0.008249946,0.004721016,0.014,0.00092963,0.006363367,0.249348393,0.002606429,0,0.001177178,0.003490877,0.000231802,0.001586695
5761558,0.003702666,0.006264711,0.014,0.001162037,0.008318714,0.199304952,0.003475239,0,0.001248588,0.002790269,0.0002316,0.001657961
5761558,0.005666296,0.002675002,0.028,0.000619753,0.003771749,0.124239791,0.006081668,0,0.000332342,0.003478714,7.70E-05,0.000468601
5761558,0.007636082,0.004225129,0.023333333,0.000852161,0.005735243,0.090119264,0.008688097,0,0.000380766,0.002102783,7.68E-05,0.000516856
5761558,0.009612062,0.005780115,0.023333333,0.001084568,0.007704892,0.07062182,0.011294526,0,0.000408202,0.001647842,7.66E-05,0.000544134
5761558,0.004644709,0.007339991,0.023333333,0.001316976,0.009680735,0.058005826,0.013900956,0,0.000425762,0.001353469,7.64E-05,0.000561539
5761558,0.010334911,0.003418669,0.02625,0.000726273,0.004713727,0.039165943,0.020851434,0,0.000133895,0.001028106,2.84E-05,0.000184618
5761558,0.003076823,0.007910622,0.028,0.001394445,0.010403534,0.032493484,0.025195482,0,0.000257044,0.000909818,4.53E-05,0.000338047
5761558,0.001242067,0.00218095,0.030434783,0.000535548,0.00314595,0.018015507,0.045178106,0,3.93E-05,0.000548298,9.65E-06,5.67E-05
5761558,0.00272664,0.000732559,0.009150327,0.00024822,0.001311321,0.003989777,0.178105995,0,2.92E-06,3.65E-05,9.90E-07,5.23E-06
5761558,0.031858835,0.001904509,0.005857741,0.000259766,0.002795791,0.001380334,0.38575152,0,2.63E-06,8.09E-06,3.59E-07,3.86E-06
5761558,0.035713814,0.024902015,0.041176471,0.004755557,0.031925965,0.001220687,0.415291051,1,3.04E-05,5.03E-05,5.81E-06,3.90E-05
5761558,0.039856858,0.027945209,0.041176471,0.007685113,0.035780678,0.001082202,0.444830582,1,3.02E-05,4.46E-05,8.32E-06,3.87E-05
5761558,0.013311418,0.031215806,0.041176471,0.010614669,0.039923434,0.000960932,0.474370113,1,3.00E-05,3.96E-05,1.02E-05,3.84E-05
5761558,0.016824171,0.010260333,0.041176471,0.005583223,0.013379835,0.000596591,0.592528236,1,6.12E-06,2.46E-05,3.33E-06,7.98E-06
5761558,0.032757204,0.013033367,0.081395349,0.011489825,0.016892344,0.000301797,0.74196351,1,3.93E-06,2.46E-05,3.47E-06,5.10E-06
5761558,0.041395638,0.025975941,0.111111111,0.025069682,0.032824273,0.000151444,0.851433536,1,3.93E-06,1.68E-05,3.80E-06,4.97E-06
5768908,0.000394271,2.32E-06,0,0.000120429,8.23E-05,1,0,1,2.32E-06,0,0.000120429,8.23E-05
5768908,0.001540353,0.000363511,0.0028,0.000150537,0.000463584,0.199304952,0.003475239,1,7.24E-05,0.000558054,3.00E-05,9.24E-05
5768908,0.003072942,0.001449197,0.0028,0.000240859,0.001609586,0.099218071,0.007819288,1,0.000143787,0.000277811,2.39E-05,0.0001597
5768908,0.004611787,0.002901023,0.0028,0.000361288,0.003142069,0.065855778,0.012163336,1,0.000191049,0.000184396,2.38E-05,0.000206923
5768908,0.001057747,0.004358775,0.0028,0.000481717,0.004680807,0.049174631,0.016507385,1,0.000214341,0.000137689,2.37E-05,0.000230177
5768908,0.077026558,0.000992023,0.0028,0.000200716,0.001127013,0.019148566,0.042571677,1,1.90E-05,5.36E-05,3.84E-06,2.16E-05
5768908,0.078611995,0.072957486,0.07,0.038238418,0.077090557,0.018756069,0.043440487,1,0.001368396,0.001312925,0.000717202,0.001445916
5768908,0.080198767,0.074459375,0.07,0.070455369,0.078675884,0.018378667,0.044309296,1,0.001368464,0.001286507,0.001294876,0.001445958
5768908,0.040933871,0.075962528,0.07,0.102672321,0.080262546,0.018015507,0.045178106,1,0.001368503,0.001261086,0.001849694,0.00144597
5768908,0.042524659,0.038766784,0.105,0.083553112,0.041000372,0.017328805,0.046915725,1,0.000671782,0.001819525,0.001447876,0.000710487
5768908,0.014763536,0.040273743,0.07,0.115770063,0.042591051,0.016690292,0.048653345,1,0.000672181,0.00116832,0.001932236,0.000710857
5768908,0.009856826,0.013975555,0.116666667,0.070806972,0.014831852,0.015017997,0.053866203,1,0.000209885,0.0017521,0.001063379,0.000222745
5768908,0.011472151,0.009327415,0.14,0.074701135,0.009925482,0.012841722,0.062554301,1,0.00011978,0.001797841,0.000959291,0.00012746
5768908,0.013101438,0.010857617,0.14,0.106918086,0.011540696,0.011189851,0.071242398,1,0.000121495,0.001566579,0.001196397,0.000129139
5768908,0.01474493,0.012401045,0.14,0.139135037,0.01316987,0.00989322,0.079930495,1,0.000122686,0.001385051,0.001376494,0.000130292
5768908,0.016402876,0.013957929,0.14,0.171351989,0.014813247,0.008848363,0.088618593,1,0.000123505,0.001238771,0.001516185,0.000131073
5768908,0.004642944,0.015528506,0.14,0.20356894,0.016471079,0.007988436,0.09730669,1,0.000124048,0.001118381,0.001626198,0.000131578
5768908,0.00268704,0.00438829,0.14,0.083109186,0.004711962,0.005672816,0.132059079,1,2.49E-05,0.000794194,0.000471463,2.67E-05
5768908,0.007278545,0.002535458,0.14,0.065460626,0.002756194,0.003087193,0.218940052,1,7.83E-06,0.000432207,0.00020209,8.51E-06
5768908,0.009314274,0.006885003,0.229508197,0.133362252,0.007347381,0.002318671,0.271937446,1,1.60E-05,0.000532154,0.000309223,1.70E-05
5771269,0.001534443,2.32E-06,0,0.00094623,8.23E-05,1,0,0,2.32E-06,0,0.00094623,8.23E-05
5771269,0.003057129,0.001443599,0.0112,0.001892461,0.001603677,0.499565595,0.00086881,0,0.000721172,0.005595135,0.000945408,0.000801142
5771269,0.004581046,0.002886043,0.014,0.002838691,0.003126257,0.332754127,0.001737619,0,0.000960343,0.004658558,0.000944586,0.001040275
5771269,0.006106195,0.004329654,0.014,0.003784922,0.004650068,0.249348393,0.002606429,0,0.001079592,0.003490877,0.000943764,0.001159487
5771269,0.00382586,0.005774432,0.014,0.004731152,0.006175112,0.199304952,0.003475239,0,0.001150873,0.002790269,0.000942942,0.00123073
5771269,0.005354721,0.003614265,0.042,0.003311807,0.003894935,0.142112449,0.005212858,0,0.000513632,0.005968723,0.000470649,0.000553519
5771269,0.006886065,0.005062559,0.035,0.004258037,0.00542369,0.110338836,0.006950478,0,0.000558597,0.003861859,0.000469827,0.000598444
5771269,0.008419902,0.006513205,0.035,0.005204267,0.006954928,0.090119264,0.008688097,0,0.000586965,0.003154174,0.000469005,0.000626773
5771269,0.004992666,0.007966213,0.035,0.006150498,0.008488658,0.076121099,0.010425717,0,0.000606397,0.002664238,0.000468183,0.000646166
5771269,0.008700663,0.004719583,0.0525,0.004021479,0.005061659,0.058005826,0.013900956,0,0.000273763,0.003045306,0.000233269,0.000293606
5771269,0.00310028,0.008232179,0.046666667,0.006308203,0.0087694,0.049174631,0.016507385,0,0.000404814,0.002294816,0.000310204,0.000431232
5771269,0.00235444,0.002926921,0.07,0.002838691,0.003169405,0.032493484,0.025195482,0,9.51E-05,0.002274544,9.22E-05,0.000102985
5771269,0.003047387,0.002220384,0.07,0.002365576,0.002423617,0.019148566,0.042571677,0,4.25E-05,0.0013404,4.53E-05,4.64E-05
5771269,0.004666876,0.002876815,0.053846154,0.002754325,0.003116516,0.012300517,0.06516073,0,3.54E-05,0.000662336,3.39E-05,3.83E-05
5771269,0.006323365,0.004410961,0.053846154,0.003688975,0.004735892,0.00894363,0.087749783,0,3.95E-05,0.00048158,3.30E-05,4.24E-05
5771269,0.008018585,0.005980158,0.053846154,0.004623626,0.006392267,0.006950478,0.110338836,0,4.16E-05,0.000374256,3.21E-05,4.44E-05
5771269,0.002680756,0.007586045,0.053846154,0.005558277,0.008087369,0.005630338,0.132927889,0,4.27E-05,0.000303172,3.13E-05,4.55E-05
5771269,0.001732529,0.002529504,0.055445545,0.002365494,0.00274991,0.003056166,0.220677672,0,7.73E-06,0.000169451,7.23E-06,8.40E-06
5771269,0.004071851,0.001631247,0.043887147,0.001572059,0.001801749,0.000874864,0.497827976,1,1.43E-06,3.84E-05,1.38E-06,1.58E-06
5771269,0.014113656,0.003847293,0.037234043,0.002284839,0.004140909,0.000184736,0.824500434,1,7.11E-07,6.88E-06,4.22E-07,7.65E-07
5772882,0.000453843,3.48E-06,0,0,8.36E-05,0.249348393,0.002606429,1,8.68E-07,0,0,2.08E-05
5772882,0.001752593,0.000419944,8.00E-04,0,0.000523152,0.054735013,0.014769765,1,2.30E-05,4.38E-05,0,2.86E-05
5772882,0.003316979,0.001650253,0.000875,0,0.001821812,0.028568508,0.028670721,1,4.71E-05,2.50E-05,0,5.20E-05
5772882,0.077265754,0.0031322,0.000875,0,0.003386089,0.019148566,0.042571677,1,6.00E-05,1.68E-05,0,6.48E-05
5772882,0.019772778,0.073184077,0.014,0.003743274,0.077329736,0.018756069,0.043440487,1,0.001372646,0.000262585,7.02E-05,0.001450402
5772882,0.028458251,0.018720823,0.021,0.004679093,0.019840747,0.017328805,0.046915725,1,0.000324409,0.000363905,8.11E-05,0.000343816
5772882,0.030054428,0.026948596,0.023333333,0.009982065,0.028525617,0.016387549,0.049522155,1,0.000441621,0.000382376,0.000163582,0.000467465
5772882,0.031654669,0.028460658,0.023333333,0.013725339,0.030121684,0.015538876,0.052128584,1,0.000442247,0.000362574,0.000213276,0.000468057
5772882,0.011151055,0.029976572,0.023333333,0.017468614,0.031721815,0.014769765,0.054735013,1,0.000442747,0.000344628,0.000258007,0.000468524
5772882,0.019096915,0.010553442,0.023333333,0.009566146,0.011219622,0.012841722,0.062554301,1,0.000135524,0.00029964,0.000122846,0.000144079
5772882,0.004238662,0.018080577,0.023333333,0.018092493,0.019164931,0.011800416,0.067767159,1,0.000213358,0.000275343,0.000213499,0.000226154
5772882,0.003033926,0.004005313,0.023333333,0.007361773,0.004307708,0.008313473,0.093831451,1,3.33E-05,0.000193981,6.12E-05,3.58E-05
5772882,0.004795687,0.002864063,0.023333333,0.007424161,0.003103056,0.005053491,0.145960035,1,1.45E-05,0.000117915,3.75E-05,1.57E-05
5772882,0.006768937,0.004532985,0.023333333,0.011167435,0.004864695,0.003501796,0.198088619,1,1.59E-05,8.17E-05,3.91E-05,1.70E-05
5772882,0.024889703,0.00640225,0.023728814,0.015099988,0.006837808,0.002606429,0.249348393,1,1.67E-05,6.18E-05,3.94E-05,1.78E-05
5772882,0.026914499,0.023568101,0.07,0.055918304,0.024957317,0.002380764,0.266724587,1,5.61E-05,0.000166654,0.000133128,5.94E-05
5772882,0.007757382,0.025486195,0.07,0.067291642,0.026981973,0.00218262,0.284100782,1,5.56E-05,0.000152783,0.000146872,5.89E-05
5772882,0.004025919,0.007338607,0.070886076,0.028409198,0.007826185,0.001590327,0.352736751,1,1.17E-05,0.000112732,4.52E-05,1.24E-05
5772882,0.010260556,0.003803781,0.0625,0.019468757,0.00409498,0.000717353,0.54735013,1,2.73E-06,4.48E-05,1.40E-05,2.94E-06
5772882,0.01482988,0.00970987,0.097902098,0.042966364,0.010329185,0.000424302,0.671589922,1,4.12E-06,4.15E-05,1.82E-05,4.38E-06
5801661,0.001551719,1.05E-05,0,0.000916032,9.10E-05,1,0,0,1.05E-05,0,0.000916032,9.10E-05
5801661,0.003083063,0.001459964,0.0112,0.001832063,0.001620951,0.499565595,0.00086881,0,0.000729348,0.005595135,0.000915236,0.000809771
5801661,0.004615652,0.002910611,0.014,0.002748095,0.003152189,0.332754127,0.001737619,0,0.000968518,0.004658558,0.00091444,0.001048904
5801661,0.006149489,0.004362437,0.014,0.003664126,0.004684672,0.249348393,0.002606429,0,0.001087767,0.003490877,0.000913644,0.001168115
5801661,0.003856208,0.005815444,0.014,0.004580158,0.006218402,0.199304952,0.003475239,0,0.001159047,0.002790269,0.000912848,0.001239358
5801661,0.005393798,0.003643013,0.042,0.003206111,0.003925281,0.142112449,0.005212858,0,0.000517718,0.005968723,0.000455628,0.000557831
5801661,0.0069339,0.005099576,0.035,0.004122142,0.005462764,0.110338836,0.006950478,0,0.000562681,0.003861859,0.000454832,0.000602755
5801661,0.008476522,0.006558519,0.035,0.005038174,0.007002759,0.090119264,0.008688097,0,0.000591049,0.003154174,0.000454037,0.000631083
5801661,0.004031415,0.00801985,0.035,0.005954205,0.008545275,0.076121099,0.010425717,0,0.00061048,0.002664238,0.000453241,0.000650476
5801661,0.006967589,0.003808987,0.042,0.003297714,0.004100475,0.054735013,0.014769765,0,0.000208485,0.002298871,0.0001805,0.00022444
5801661,0.0021681,0.006590433,0.035,0.005038174,0.007036446,0.044625227,0.018245004,0,0.0002941,0.001561883,0.00022483,0.000314003
5801661,0.002870495,0.002043864,0.04375,0.002175575,0.002237289,0.025469843,0.03214596,0,5.21E-05,0.001114306,5.54E-05,5.70E-05
5801661,0.004695076,0.002709245,0.066666667,0.005488877,0.002939636,0.016095068,0.050390964,0,4.36E-05,0.001073005,8.83E-05,4.73E-05
5801661,0.006328598,0.004437675,0.07,0.009594617,0.00476409,0.011800416,0.067767159,0,5.24E-05,0.000826029,0.00011322,5.62E-05
5801661,0.007990931,0.005985115,0.07,0.013425913,0.0063975,0.009240976,0.085143354,0,5.53E-05,0.000646868,0.000124069,5.91E-05
5801661,0.009683108,0.007559847,0.07,0.017257209,0.008059717,0.007541853,0.102519548,0,5.70E-05,0.00052793,0.000130151,6.08E-05
5801661,0.003013457,0.009162851,0.07,0.021088506,0.009751776,0.006331685,0.119895743,0,5.80E-05,0.000443218,0.000133526,6.17E-05
5801661,0.002317337,0.002844673,0.07,0.009103423,0.003082588,0.003701367,0.189400521,0,1.05E-05,0.000259096,3.37E-05,1.14E-05
5801661,0.003733237,0.002185236,0.076086957,0.009808842,0.002386516,0.001614736,0.349261512,1,3.53E-06,0.00012286,1.58E-05,3.85E-06
5801661,0.005627047,0.003526523,0.05907173,0.012900483,0.003802319,0.000695048,0.555169418,1,2.45E-06,4.11E-05,8.97E-06,2.64E-06
5820010,0.064501992,1.52E-05,0,0,9.59E-05,0.0229614,0.035621199,0,3.49E-07,0,0,2.20E-06
5820010,0.06609144,0.06109293,0.0112,0.000165389,0.06456686,0.022407209,0.036490009,1,0.001368922,0.000250961,3.71E-06,0.001446763
5820010,0.067682229,0.062598619,0.014,0.000330777,0.066156197,0.021878209,0.037358818,1,0.001369546,0.000306295,7.24E-06,0.001447379
5820010,0.069274362,0.064105577,0.014,0.000496166,0.067746876,0.021372719,0.038227628,1,0.001370111,0.000299218,1.06E-05,0.001447935
5820010,0.035477037,0.065613809,0.014,0.000661555,0.069338898,0.020889208,0.039096438,1,0.00137062,0.000292449,1.38E-05,0.001448435
5820010,0.037073214,0.033597511,0.042,0.000496166,0.035543917,0.019982624,0.040834057,1,0.000671366,0.00083927,9.91E-06,0.000710261
5820010,0.038672099,0.035109574,0.035,0.000661555,0.037139984,0.019148566,0.042571677,1,0.000672298,0.0006702,1.27E-05,0.000711177
5820010,0.0402737,0.036624202,0.035,0.000826943,0.038738757,0.018378667,0.044309296,1,0.000673104,0.000643253,1.52E-05,0.000711967
5820010,0.016809462,0.038141403,0.035,0.000992332,0.040340248,0.017665798,0.046046916,1,0.000673798,0.000618303,1.75E-05,0.000712643
5820010,0.030631782,0.015913666,0.042,0.000562321,0.016877636,0.016095068,0.050390964,1,0.000256132,0.000675993,9.05E-06,0.000271647
5820010,0.006995016,0.029007588,0.046666667,0.001102591,0.030698998,0.015274236,0.052997394,1,0.000443069,0.000712798,1.68E-05,0.000468904
5820010,0.004378826,0.006616415,0.05,0.000401658,0.007063871,0.012300517,0.06516073,1,8.14E-05,0.000615026,4.94E-06,8.69E-05
5820010,0.006054457,0.00413809,0.05,0.000366218,0.004447862,0.008754929,0.089487402,1,3.62E-05,0.000437746,3.21E-06,3.89E-05
5820010,0.007772857,0.00572542,0.05,0.000531606,0.006123377,0.00671353,0.113814075,1,3.84E-05,0.000335676,3.57E-06,4.11E-05
5820010,0.009879974,0.007353265,0.05,0.000696995,0.007841658,0.00538662,0.138140747,1,3.96E-05,0.000269331,3.75E-06,4.22E-05
5820010,0.011689076,0.009349343,0.051851852,0.000888198,0.009948629,0.00448343,0.16159861,1,4.19E-05,0.000232474,3.98E-06,4.46E-05
5820010,0.003649063,0.011063111,0.051851852,0.001053587,0.011757606,0.003808147,0.185056473,1,4.21E-05,0.000197459,4.01E-06,4.48E-05
5820010,0.002633653,0.003446784,0.051851852,0.000428785,0.00371815,0.002239478,0.278887924,1,7.72E-06,0.000116121,9.60E-07,8.33E-06
5820010,0.00559297,0.002484884,0.051851852,0.000336903,0.00270281,0.000821847,0.513466551,1,2.04E-06,4.26E-05,2.77E-07,2.22E-06
5820010,0.047198717,0.005288253,0.051851852,0.000502291,0.005661922,0.000292291,0.748045178,1,1.55E-06,1.52E-05,1.47E-07,1.65E-06
5836671,0.060097152,2.00E-05,0,0,0.000100939,0.024794493,0.03301477,0,4.95E-07,0,0,2.50E-06
5836671,0.061687941,0.056920213,0.0112,0.002090431,0.060162325,0.024152911,0.033883579,1,0.001374789,0.000270513,5.05E-05,0.001453095
5836671,0.063280073,0.058427172,0.014,0.004180862,0.061753003,0.023542625,0.034752389,1,0.001375529,0.000329597,9.84E-05,0.001453828
5836671,0.064873552,0.059935403,0.014,0.006271293,0.063345025,0.0229614,0.035621199,1,0.001376201,0.00032146,0.000143998,0.00145449
5836671,0.022214515,0.061444909,0.014,0.008361724,0.064938393,0.022407209,0.036490009,1,0.001376809,0.000313701,0.000187363,0.001455088
5836671,0.035674278,0.021033887,0.028,0.004877673,0.022282314,0.020889208,0.039096438,1,0.000439381,0.000584898,0.000101891,0.00046546
5836671,0.03727588,0.033784358,0.035,0.00940694,0.035741145,0.019982624,0.040834057,1,0.0006751,0.000699392,0.000187975,0.000714202
5836671,0.038880207,0.03530156,0.035,0.011497371,0.037342635,0.019148566,0.042571677,1,0.000675974,0.0006702,0.000220158,0.000715058
5836671,0.013562303,0.036821344,0.035,0.013587802,0.038946851,0.018378667,0.044309296,1,0.000676727,0.000643253,0.000249726,0.000715791
5836671,0.022712402,0.012837624,0.035,0.006619699,0.013630703,0.016387549,0.049522155,1,0.000210377,0.000573564,0.000108481,0.000223374
5836671,0.005212511,0.021505537,0.035,0.012019979,0.022780167,0.015274236,0.052997394,1,0.000328481,0.000534598,0.000183596,0.00034795
5836671,0.003500435,0.004927843,0.036842105,0.004620953,0.005281489,0.011487595,0.069504778,1,5.66E-05,0.000423227,5.31E-05,6.07E-05
5836671,0.005204852,0.003305989,0.036842105,0.004400908,0.003569532,0.007541853,0.102519548,1,2.49E-05,0.000277858,3.32E-05,2.69E-05
5836671,0.007151321,0.004920587,0.036842105,0.006491339,0.005273831,0.005506151,0.135534318,1,2.71E-05,0.000202858,3.57E-05,2.90E-05
